Course Name,Course Type,Course Status,Country/Territory,Priority,Training Provider,Managed Type,Delivery Tool Platform,Display Course Type,Course Hours,Year,Participants,Main Domain
Formation Campus : Initiation UX Design,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,8.0,2021,43.0,Cross Accenture
Formation Campus : Initiation UX Design,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,8.0,2021,43.0,Cross Accenture
QA DIRECTOR WORKSHOP,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,8.0,2020,14.0,Cross Accenture
QA DIRECTOR WORKSHOP,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,8.0,2020,14.0,Cross Accenture
QA DIRECTOR WORKSHOP,Classroom,Active,France,Discretionary,Accenture Learning Shared Svcs,Central,MS Teams,Virtual,8.0,2021,40.0,Cross Accenture
QA DIRECTOR WORKSHOP,Classroom,Active,France,Discretionary,Accenture Learning Shared Svcs,Central,MS Teams,Virtual,8.0,2021,40.0,Cross Accenture
"VIRTUAL: Module 4, développer et coder des sites web accessibles",Classroom,Active,France,Discretionary,Koena,Local,MS Teams,Virtual,14.0,2021,5.0,Sustainability
"VIRTUAL: Module 4, développer et coder des sites web accessibles",Classroom,Active,France,Discretionary,Koena,Local,MS Teams,Virtual,14.0,2021,5.0,Cross Accenture
ServiceNow System Administration Advanced,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,16.0,2021,4.0,Cloud First
ServiceNow System Administration Advanced,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,16.0,2021,4.0,Cloud First
Security Business Operations Training (SBOT) 1.0 - Part B,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,4.0,2020,42.0,Security
Security Business Operations Training (SBOT) 1.0 - Part B,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,4.0,2020,42.0,Security
Security Business Operations Training (SBOT) 1.0 - Part B,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,4.0,2021,224.0,Security
Security Business Operations Training (SBOT) 1.0 - Part B,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,4.0,2021,224.0,Security
Security Business Operations Training (SBOT) 1.0 - Part B,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,4.0,2022,266.0,Security
Security Business Operations Training (SBOT) 1.0 - Part B,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,4.0,2022,266.0,Security
ServiceNow Discovery Fundamentals,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,24.0,2021,30.0,Cloud First
ServiceNow Discovery Fundamentals,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,24.0,2021,30.0,Cloud First
ServiceNow Discovery Fundamentals,Classroom,Active,Netherlands,Discretionary,Accenture Central,Central,-,Virtual,24.0,2019,5.0,Cloud First
ServiceNow Discovery Fundamentals,Classroom,Active,Netherlands,Discretionary,Accenture Central,Central,-,Virtual,24.0,2019,5.0,Cloud First
ServiceNow Discovery Fundamentals,Classroom,Active,Netherlands,Discretionary,Accenture Central,Central,Zoom,Virtual,24.0,2020,20.0,Cloud First
ServiceNow Discovery Fundamentals,Classroom,Active,Netherlands,Discretionary,Accenture Central,Central,Zoom,Virtual,24.0,2020,20.0,Cloud First
Trouvez votre IKIGAI ! ou comment trouver votre raison d'être,Classroom,Active,France,Discretionary,CMGA,Local,Live Meeting,Classroom,3.0,2019,252.0,Cross Accenture
Trouvez votre IKIGAI ! ou comment trouver votre raison d'être,Classroom,Active,France,Discretionary,CMGA,Local,Live Meeting,Classroom,3.0,2019,252.0,Cross Accenture
Trouvez votre IKIGAI ! ou comment trouver votre raison d'être,Classroom,Active,France,Discretionary,CMGA,Local,Live Meeting,Classroom,3.0,2020,894.0,Cross Accenture
Trouvez votre IKIGAI ! ou comment trouver votre raison d'être,Classroom,Active,France,Discretionary,CMGA,Local,Live Meeting,Classroom,3.0,2020,894.0,Cross Accenture
Trouvez votre IKIGAI ! ou comment trouver votre raison d'être,Classroom,Active,France,Discretionary,CMGA,Local,MS Teams,Virtual,3.0,2021,1404.0,Cross Accenture
Trouvez votre IKIGAI ! ou comment trouver votre raison d'être,Classroom,Active,France,Discretionary,CMGA,Local,MS Teams,Virtual,3.0,2021,1404.0,Cross Accenture
Trouvez votre IKIGAI ! ou comment trouver votre raison d'être,Classroom,Active,France,Discretionary,CMGA,Local,MS Teams,Virtual,3.0,2022,1470.0,Cross Accenture
Trouvez votre IKIGAI ! ou comment trouver votre raison d'être,Classroom,Active,France,Discretionary,CMGA,Local,MS Teams,Virtual,3.0,2022,1470.0,Cross Accenture
M&A Essentials – Post-Merger Integration for S&C,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.5,2020,66.0,Cross Accenture
M&A Essentials – Post-Merger Integration for S&C,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.5,2021,70.0,Cross Accenture
"VIRTUAL - Delivery Fundamentals, Core Metrics and iPC Framework",Classroom,Cancelled,France,Discretionary,IPC Program,Local,MS Teams,Virtual,1.0,2020,40.0,Delivery
Cloud First SA Essentials,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,2.0,2021,56.0,Cloud First
Cloud First SA Essentials,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,2.0,2021,56.0,Cloud First
Hemispheres Hot Topics – Learning Series,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.5,2020,6.0,Cross Accenture
VIRTUAL - Requirements and Change Management,Classroom,Cancelled,France,Discretionary,IPC Program,Local,MS Teams,Virtual,1.0,2020,32.0,Delivery
Agile Basics - Module 2,Classroom,Active,France,Discretionary,OCTO Technology,Local,Live Meeting,Classroom,8.0,2019,33.0,Core Curriculum
Agile Basics - Module 2,Classroom,Active,France,Discretionary,OCTO Technology,Local,Live Meeting,Classroom,8.0,2019,33.0,Core Curriculum
Agile Basics - Module 2,Classroom,Active,France,Discretionary,OCTO Technology,Local,Live Meeting,Classroom,8.0,2020,219.0,Core Curriculum
Agile Basics - Module 2,Classroom,Active,France,Discretionary,OCTO Technology,Local,Live Meeting,Classroom,8.0,2020,219.0,Core Curriculum
Agile Basics - Module 2,Classroom,Active,France,Discretionary,OCTO Technology,Local,MS Teams,Virtual,8.0,2021,378.0,Core Curriculum
Agile Basics - Module 2,Classroom,Active,France,Discretionary,OCTO Technology,Local,MS Teams,Virtual,8.0,2021,378.0,Core Curriculum
Agile Basics - Module 2,Classroom,Active,France,Discretionary,OCTO Technology,Local,MS Teams,Virtual,7.0,2022,408.0,Core Curriculum
Agile Basics - Module 2,Classroom,Active,France,Discretionary,OCTO Technology,Local,MS Teams,Virtual,7.0,2022,408.0,Core Curriculum
A&D Academy : Digital in manufacturing,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2020,19.0,Cross Accenture
A&D Academy : Digital in manufacturing,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2020,19.0,Cross Accenture
A&D Academy : Digital in manufacturing,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2021,33.0,Cross Accenture
A&D Academy : Digital in manufacturing,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2021,33.0,Cross Accenture
GTW: Microsoft Teams - Ask Me Anything (CIO Technology Workshop),Classroom,Active,France,Discretionary,Accenture Local,Local,Zoom,Virtual,1.0,2020,70.0,Cross Technology
GTW: Microsoft Teams - Ask Me Anything (CIO Technology Workshop),Classroom,Active,France,Discretionary,Accenture Local,Local,Zoom,Virtual,1.0,2020,70.0,Cross Technology
GTW: Microsoft Teams - Ask Me Anything (CIO Technology Workshop),Classroom,Active,France,Discretionary,Accenture Local,Local,Zoom,Virtual,1.0,2021,100.0,Cross Technology
GTW: Microsoft Teams - Ask Me Anything (CIO Technology Workshop),Classroom,Active,France,Discretionary,Accenture Local,Local,Zoom,Virtual,1.0,2021,100.0,Cross Technology
A&D Academy : Commercial A/C Program : from concept to serial life,Classroom,Active,France,Discretionary,Accenture Local,Local,Live Meeting,Classroom,2.0,2020,49.0,Cross Accenture
A&D Academy : Commercial A/C Program : from concept to serial life,Classroom,Active,France,Discretionary,Accenture Local,Local,Live Meeting,Classroom,2.0,2020,49.0,Cross Accenture
A&D Academy : Commercial A/C Program : from concept to serial life,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2021,55.0,Cross Accenture
A&D Academy : Commercial A/C Program : from concept to serial life,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2021,55.0,Cross Accenture
A&D Academy : Commercial A/C Program : from concept to serial life,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2022,68.0,Cross Accenture
A&D Academy : Commercial A/C Program : from concept to serial life,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2022,68.0,Cross Accenture
A&D Academy : Merger & Acquisitions,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,Live Meeting,Classroom,2.0,2020,13.0,Cross Accenture
VIRTUAL - Workplanning and Dependency Management,Classroom,Cancelled,France,Discretionary,IPC Program,Local,MS Teams,Virtual,1.0,2020,40.0,Delivery
A&D Academy : Supply chain management,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2020,40.0,Delivery
A&D Academy : Supply chain management,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2020,40.0,Cross Accenture
A&D Academy : Supply chain management,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2021,49.0,Delivery
A&D Academy : Supply chain management,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2021,49.0,Cross Accenture
AGILE DELIVERY SCHOOL,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,Live Meeting,Classroom,16.0,2019,144.0,Core Curriculum
AGILE DELIVERY SCHOOL,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,Live Meeting,Classroom,16.0,2020,192.0,Core Curriculum
Applied Intelligence Vendor Series,Classroom,Active,France,Discretionary,Accenture Central,Central,-,Virtual,1.5,2019,3.0,Cross Accenture
Applied Intelligence Vendor Series,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,1.5,2020,17.0,Cross Accenture
AOS Advanced: Focus on logistics,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2021,8.0,Cross Accenture
AOS Advanced: Focus on logistics,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2021,8.0,Cross Accenture
Cloud Sales Immersion Workshop,Classroom,Active,France,Discretionary,Accenture Central,Central,-,Classroom,40.0,2020,1.0,Sales
GTW: Microsoft Teams - Creating Pages in Channels (CIO Technology Workshop),Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.0,2021,185.0,Cross Technology
GTW: Microsoft Teams - Creating Pages in Channels (CIO Technology Workshop),Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.0,2021,185.0,Cross Technology
3DEXPERIENCE Academy,Classroom,Active,France,Discretionary,Accenture Local,Central,Desire2Learn,Virtual,15.0,2021,192.0,Cross Accenture
3DEXPERIENCE Academy,Classroom,Active,France,Discretionary,Accenture Local,Central,Desire2Learn,Virtual,15.0,2021,192.0,Cross Accenture
3DEXPERIENCE Academy,Classroom,Active,France,Discretionary,Accenture Central,Central,Desire2Learn,Virtual,15.0,2022,222.0,Cross Accenture
3DEXPERIENCE Academy,Classroom,Active,France,Discretionary,Accenture Central,Central,Desire2Learn,Virtual,15.0,2022,222.0,Cross Accenture
Gallia Leadership Excellence Navigator for MD (GLEN),Classroom,Cancelled,France,Discretionary,Accenture Local,Local,-,Classroom,1.0,2020,48.0,Leadership Development
Delivery Lead training on Complex PoC Deals,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,90.0,2020,5.0,Delivery
Delivery Lead training on Complex PoC Deals,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,90.0,2020,5.0,Delivery
Delivery Lead training on Complex PoC Deals,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.5,2021,14.0,Delivery
Delivery Lead training on Complex PoC Deals,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.5,2021,14.0,Delivery
"Speakeasy Communications Consulting LLC-Beyond Delivering Information: Qualities of Effective Communication, One-on-One Coaching for Presence",Classroom,Cancelled,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,3.0,2019,8.0,Cross Accenture
"Speakeasy Communications Consulting LLC-Beyond Delivering Information: Qualities of Effective Communication, One-on-One Coaching for Presence",Classroom,Cancelled,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,3.0,2020,12.0,Cross Accenture
TOULOUSE ONLY - Développez votre aisance à l'oral,Classroom,Cancelled,France,Discretionary,INNOVISTA,Local,Live Meeting,Classroom,16.0,2020,16.0,Cross Accenture
La Vitalité par l'Alimentation,Classroom,Cancelled,France,Discretionary,Vital Campus,Local,-,Classroom,3.0,2019,11.0,Cross Accenture
La Vitalité par l'Alimentation,Classroom,Cancelled,France,Discretionary,Vital Campus,Local,-,Classroom,3.0,2020,28.0,Cross Accenture
The Economics of Climate Change Program by Oxford University,Classroom,Active,France,Discretionary,Oxford University of Business,Central,MS Teams,Virtual,15.0,2021,10.0,Sustainability
The Economics of Climate Change Program by Oxford University,Classroom,Active,France,Discretionary,Oxford University of Business,Central,MS Teams,Virtual,15.0,2021,10.0,Sustainability
REMOTE - SAFe Product Owner / Product Manager 5.0 avec certification,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,18.0,2021,33.0,Core Curriculum
REMOTE - SAFe Product Owner / Product Manager 5.0 avec certification,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,18.0,2021,33.0,Core Curriculum
REMOTE - SAFe Release train engineer 5.0 avec certification,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,24.0,2021,11.0,Cross Accenture
REMOTE - SAFe Release train engineer 5.0 avec certification,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,24.0,2021,11.0,Cross Accenture
Virtual - IIQ Implementation and Administration: Essentials v8.0,Classroom,Cancelled,France,Discretionary,sailpoint,Local,MS Teams,Virtual,28.0,2021,11.0,Cross Accenture
Virtual - IIQ Implementation: Advanced Provisioning v8.0,Classroom,Cancelled,France,Discretionary,sailpoint,Local,MS Teams,Virtual,28.0,2021,15.0,Cross Accenture
AspenTech Manufacturing and Supply Chain Suite,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.0,2020,2.0,Cross Accenture
VIRTUAL: Enterprise Architecture Management with ARIS,Classroom,Cancelled,France,Discretionary,Software AG France S.A.S,Local,MS Teams,Virtual,17.3,2021,4.0,Delivery
VIRTUAL: Enterprise Architecture Management with ARIS,Classroom,Cancelled,France,Discretionary,Software AG France S.A.S,Local,MS Teams,Virtual,17.3,2021,4.0,Cross Technology
Formation Siteflow,Classroom,Cancelled,France,Discretionary,Siteflow,Local,MS Teams,Virtual,44.0,2021,4.0,Cross Accenture
Life Centered Design,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,8.0,2021,128.0,Cross Accenture
Life Centered Design,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,8.0,2021,128.0,Cross Accenture
BOOTCAMP CO SAP HANA,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,35.0,2020,22.0,IPS
Microsoft Yammer - Getting Started with Communities (CIO Technology Workshop),Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.0,2021,110.0,Cross Technology
Microsoft Yammer - Getting Started with Communities (CIO Technology Workshop),Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.0,2021,110.0,Cross Technology
Certification SAP S4 SP,Classroom,Active,France,Discretionary,Accenture Local,Local,Live Meeting,Classroom,21.0,2019,6.0,IPS
Certification SAP S4 SP,Classroom,Active,France,Discretionary,Accenture Local,Local,Live Meeting,Classroom,21.0,2019,6.0,IPS
Certification SAP S4 SP,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,21.0,2020,55.0,IPS
Certification SAP S4 SP,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,21.0,2020,55.0,IPS
Certification SAP S4 SP,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,21.0,2021,102.0,IPS
Certification SAP S4 SP,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,21.0,2021,102.0,IPS
Certification SAP S4 SP,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,21.0,2022,118.0,IPS
Certification SAP S4 SP,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,21.0,2022,118.0,IPS
REMOTE - SAFe Advanced ScrumMaster 5.0 avec certification,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,18.0,2021,11.0,Core Curriculum
